0,1,2,3,4,5,6,7,8,9,10,11
,,"Bagan Police Station, Bagan",104,2,,,10,,,5,
,,Dhulagar Gram Pachayat,104,2,,,12,,,5,
,,"P Mukherjee's House, Near SBI Amta",104,2,,,13,,,4,
,Siliguri,Siliguri,104,2,,,8,,,2,
,Suri,Suri Municipility,104,2,,,8,,,2,
,Tamluk,"HP Gas Service Station, Maniktala",104,10,,,19,,,14,
,Tribeni,Tribeni Health Center,104,3,,,10,,,5,
,Uluberia,"ESI hospital nursing building, 3rd floor, Near
Sahib Mandir",104,2,,,11,,,5,
No. of,,,,,,,,,,,
monitoring,,,,,,,,,,,
days,,,,,,,,,,,
City / town /,,,,,,,,,,,
village,,,,,,,,,,,
Annual,,,,,,,,,,,
Average,,,,,,,,,,,
State / UT,"City / town /
village",Location,"No. of
monitoring
days",,NO2 Concentration in µg/m3,,,,,,
,,,,,Minimum,,,Maximum,,"Annual
Average",
,,,,,(24-hourly,,,(24-hourly,,,
,,,,,average),,,average),,,
"Andhra
Pradesh",Anantapur,Kamala Nagar,98,14,,,54,,,26,
,,"APIIC, Zonal office, Industrial Estate",98,10,,,28,,,17,
,,"Cancer Unit. G.G.Hsharada Nagar, JNTU
Road",100,10,,,22,,,13,
,,"D.No.6/5/545, Ram Nagar Colony",99,11,,,31,,,19,
,Chitoor,GNC Toll Gate Tirumala,100,6,,,92,,,45,
,,"Near Nutrine Confectionery, Palamaner
Road",103,12,,,69,,,18,
,,"Mining Office, Greamspet",39,13,,,20,,,15,
,,Sankar Foundary,43,13,,,29,,,16,
,Eluru,Ashram Diagnostic Centre,107,18,,,27,,,23,
,,District Head quarters hospital,107,18,,,30,,,22,
,,"M/s Laxmi Propylene Ltd., Plot.No. 25,
Industrial Park, Satrampadu",44,18,,,30,,,21,
,,"Somalingeswara nilayam D.N.7B-18-5,
Thooru Veedhi, Eastern street,
Paidichintaadu",16,19,,,30,,,20,
,Guntur,"Near Hindu College, Market Road",101,18,,,28,,,22,
,,"A.P. Pollution Control Board, D.No.4-5-
4/5C,4/3, Navabharath nagar, Ring Road",102,19,,,29,,,22,
,,"Distirct Industries Center office Buiding
Autonagar",27,18,,,29,,,21,
,,Government General hospital,27,18,,,29,,,21,
,Kadapa,"Near ICL Industries, Yerragunta, YSR",106,12,,,28,,,19,
,,"Devi Diabetes & Hormone Centre, 7 Roads",97,13,,,32,,,18,
,,"DIC Office,Kadapa",108,12,,,34,,,16,
,,RIMS,43,14,,,19,,,16,
,,Municipal Primary School,23,13,,,33,,,16,
,Kakinada,Office Building Ramanayyapeta,98,12,,,52,,,21,
,,"Gram Panchayathi building, Surya rao peta",105,12,,,33,,,21,
,,"MEE/MEPMA building, Salipeta",104,13,,,32,,,21,
,,Petrochemical Eng. Of JNTU Campus,27,13,,,25,,,19,
,Kurnool,"Mourya Inn, Krishna Nagar",105,10,,,22,,,14,
,,"APIIC Building Industrial estate, Kallur at
IDA Bobbili Growth Center",78,12,,,27,,,19,
,,Rajvihar Circle,103,12,,,46,,,25,
,,"Pump House, Venkataramana Colony",104,10,,,23,,,14,
,Nellore,"Venkatareddy Nagar, Vedayapalem",106,17,,,40,,,23,
,,"D. No.15-471, James Garden, Venkata
Ramapuram, Nellore, SPSR Nellore District",106,17,,,27,,,23,
,,Chandramouli nagar,34,17,,,26,,,21,
,,"Dr.P.V. Rama chandra Reddy Hospital,
Brindavnam",34,17,,,28,,,21,
,Ongole,Near Court Center,106,18,,,27,,,23,
,,"APIIC , Administrative Office, IGS",34,17,,,25,,,21,
,,Ongole Municipal Corporation,34,18,,,29,,,21,
,,Prakasam Milk Produce Compay,34,18,,,26,,,21,
,"Rajahmundry/
Rajamahendra
varam","Staff Clud Building, A.P. Paper Mill",105,10,,,28,,,20,
,,"GAIL Administrative Office, A.V. Apparao
Road",26,13,,,26,,,20,
,,"MCH Block ,District Hospital, Near Central
Prison, Lalacheruvu Road",9,16,,,24,,,20,
,Srikakulam,"SAMKRG Pistons Quarters Bulding, Near
IDA, Pydibhimavaram",97,12,,,30,,,21,
,,"District cooparative office at SKLM Old
Bridge",104,13,,,28,,,21,
,,Kushalapuram,17,12,,,25,,,20,
,,"Muncipal corporation Office, Old Bustand",105,12,,,36,,,21,
,Tirupati,"Regional Science Centre, Chittoor Bypass",106,12,,,40,,,15,
,,Municipal Office,105,11,,,38,,,19,
,,APPCB-Regional Office,41,12,,,20,,,14,
,,S.V. Guest house,25,13,,,29,,,17,
,Vijaywada,"NTR Veterinary college of sciences,
Gannavaram",9,19,,,21,,,19,
No. of,,,,,,,,,,,
monitoring,,,,,,,,,,,
days,,,,,,,,,,,
City / town /,,,,,,,,,,,
village,,,,,,,,,,,
Annual,,,,,,,,,,,
Average,,,,,,,,,,,
State / UT,"City / town /
village",Location,"No. of
monitoring
days",,NO2 Concentration in µg/m3,,,,,,
,,,,,Minimum,,,Maximum,,"Annual
Average",
,,,,,(24-hourly,,,(24-hourly,,,
,,,,,average),,,average),,,
,,"VR Siddhartha Engineering college , Kanuru",9,17,,,21,,,19,
,,"APIIC,IALA, IDA, Kondaplli",9,19,,,22,,,20,
,,Benz Circle,105,17,,,66,,,22,
,,Autonagar,103,18,,,28,,,23,
,,Police Control Room,103,19,,,29,,,24,
,,"A.P. Pollution Control Board, plot no. 41, Sri
Kanakadurga Officers colony, Gurunank
Road",103,18,,,27,,,22,
,,"Gram Panchayat Office, Yenamalakuduru",103,18,,,29,,,21,
,,"Indian Medical Association Hall,Eluru Road,
Governorpet",103,19,,,31,,,22,
,"Vishakhapatna
m","Industrial Estate, Marripalem",103,10,,,41,,,20,
,,"Panchayat Raj office, Mindi",103,10,,,39,,,20,
,,Police Barracks,108,11,,,73,,,25,
,,"INS-Virabahu, Naval Area",104,10,,,39,,,17,
,,Seethammadhara,103,10,,,43,,,19,
,,Ganapuram Area,107,10,,,43,,,25,
,,"Pedagantyada (V), Gajuwada (M)",102,10,,,33,,,18,
,,"CWMP, RAMKY, Parawada",105,10,,,33,,,20,
,,MVP Raitu Bajar,35,13,,,35,,,21,
,Vizianagaram,APIIC Building at IDA Bobbili Growth Center,96,11,,,33,,,21,
,,"APIIC Building, VT Agraharam,Industrial
area",107,13,,,36,,,21,
,,Muncipal Kaspa High School,105,11,,,28,,,20,
"Arunachal
Pradesh",Itnagar,PCCF's Office Compound,38,5,,,18,,,11,
,Naharlagun,APSPCB Office compound,41,5,,,7,,,5,
Assam,Bongaigaon,"Oil India Ltd. PS-6, Chirang",86,11,,,43,,,14,
,,Barpara Office Building,89,10,,,39,,,13,
,Daranga,"BATAD, Sandoop Jhankar town of Bhutan,
Baska",98,11,,,21,,,15,
,Dibrugarh,Dibrugarh Office Building,101,9,,,19,,,12,
,Golaghat,Golaghat Office Building,100,9,,,19,,,12,
,Guwahati,"Head Office, Bamunimaidam",146,11,,,34,,,18,
,,"Boragaon, IASST, Kamrup",110,11,,,25,,,17,
,,"Guwahati University, Kamrup",130,12,,,30,,,18,
,,"ITI Building, Gopinath Nagar",133,12,,,27,,,18,
,,"Khanapara, Central Dairy, Kamrup",144,12,,,28,,,18,
,,"Near Pragjyotish College, Santipur",143,12,,,27,,,18,
,Margherita,Coal India Office,96,9,,,18,,,12,
,Nagaon,"Water Resources Div., Christian Patty,
Nagaon College",99,12,,,24,,,17,
,Nalbari,"PWD Rural Div Office Complex, near Gordon
Boy's GS School",99,11,,,29,,,17,
,"North
Lakhimpur","Bazar Patti, North Lakhimpur Town",95,12,,,27,,,18,
,Silchar,"Govt. Boys HS School, Janiganj",90,9,,,14,,,11,
,,"RLO, Ithkola Market, Ghaniwala Road",89,8,,,12,,,10,
,Sivasagar,Sibasagar Office Building,104,8,,,19,,,12,
,,"Usha Lodge, near ONGCL Colony",103,10,,,26,,,15,
,Tezpur,Tezpur Office Building,99,10,,,24,,,17,
,Tinsukia,"Digboi Carbon factory Campus, Borguri",100,9,,,21,,,12,
,,"Shreepuria, Borguri",90,7,,,22,,,12,
,,Shivdham,103,7,,,18,,,13,
Bihar,Begusarai,Begusarai,102,16,,,28,,,21,
,Darbhanga,"Smt Baby Kumari, Ashok Hotel,Kadirabad
Chowk",104,15,,,41,,,24,
,Gaya,"Godam Road, Raja Market",103,16,,,28,,,21,
,Muzaffarpur,"BSPCB Regional Office, Bela Industrial Area,
Bela",107,15,,,49,,,24,
,Patna,"Beltron Bhawan, Shastri Nagar",83,10,,,74,,,34,
,,"Gandhi Maidan, Auto Exhaust Test Centre",90,18,,,124,,,68,
,Rajgir,"Sujkund, Near Samuraji hotel",105,16,,,29,,,22,
,Sasaram,"Takia,Ward no.2, Rhotas",106,16,,,30,,,21,
Chandigarh,Chandigarh,"Modern Foods, Industrial Area",93,9,,,44,,,21,
,,Sector-17 C,145,5,,,48,,,18,
,,"Punjab Engineering College, Sector- 12",144,6,,,41,,,15,
No. of,,,,,,,,,,,
monitoring,,,,,,,,,,,
days,,,,,,,,,,,
City / town /,,,,,,,,,,,
village,,,,,,,,,,,
Annual,,,,,,,,,,,
Average,,,,,,,,,,,
State / UT,"City / town /
village",Location,"No. of
monitoring
days",,NO2 Concentration in µg/m3,,,,,,
,,,,,Minimum,,,Maximum,,"Annual
Average",
,,,,,(24-hourly,,,(24-hourly,,,
,,,,,average),,,average),,,
,,"Sector-39, IMTECH",154,5,,,52,,,18,
,,Kaimbwala Village,140,6,,,33,,,14,
Chattisgarh,Bilaspur,"Regional Office, CECB Vyapar Vihar",96,8,,,19,,,12,
,"Durg-
Bhillainagar","Visak Hostel, Sector-4",95,17,,,21,,,18,
,,"R.O., 5/32 Banglow Office Building",98,10,,,15,,,12,
,,M.P. Laghu Udyog Nigam,93,21,,,26,,,23,
,,"CSIDC Industrial Growth Center, Borai",60,17,,,25,,,21,
,Korba,"HIG 21,22.Near Ghantaghar, MP Extension",98,17,,,22,,,20,
,,"Pragati Nagar NTPC Colony, Jamnipali",98,14,,,32,,,19,
,Raipur,"New HIG-9, Hirapur/Housing Board
Complex Kabir Nagar",48,11,,,26,,,17,
,,M/S Wool Worth India Pvt. Ltd. Sarora,59,11,,,41,,,24,
"Dadra &
Nagar Haveli","Baldevi (Dadra
& Nagar
Haveli)*","Baldevi Village, Athola, Dandul Faliya,
Teh:Dadra & Nagar Haveli",103,12,,,52,,,22,
,Silvassa,"Khadoli Industrial Area, Khadoli",99,13,,,51,,,35,
,,"Chetan Guest House, Near Post Office,
Piperia, silvassa Char Rasta",101,14,,,43,,,32,
"Daman &
Diu",Daman,"Prima Plastic, Kadaiya Industrial Area,
Kadaiya",103,12,,,45,,,31,
,,"Mashal Chawk, Nani Daman",99,13,,,42,,,30,
,"Patlara
(Daman)*","Makat Faliya/ Ambavadi, Patlara Village,
Moti Daman Teh:Daman",101,10,,,29,,,22,
Delhi,Delhi,"N.Y. School, Sarojini Nagar, Delhi",94,38,,,179,,,96,
,,Janakpuri,114,19,,,135,,,56,
,,"Naraina Industrial Area, Delhi",94,26,,,174,,,95,
,,Nizamuddin,100,13,,,166,,,68,
,,Pritampura,118,14,,,160,,,60,
,,Shahadra,102,18,,,124,,,55,
,,Shahzada Bagh,104,19,,,181,,,71,
,,Siri Fort,106,21,,,123,,,53,
,,"Town Hall, Ayurvedic Dispensary, Chandni
Chowk",89,48,,,190,,,109,
Goa,Amona,"Amona, Bicholim",63,8,,,18,,,12,
,Assanora,"Assanora Junction, Bardez",65,9,,,17,,,13,
,Bicholim,Bicholim,64,10,,,16,,,13,
,Codli,"Codli Tisk, Ponda, Sanguem",62,6,,,17,,,12,
,Cuncolim,Cuncolim,50,11,,,20,,,15,
,Curchorem,"Curchorem, Sanvordem, Quepem",71,9,,,18,,,13,
,Honda,"Honda Junction, Sattari",64,8,,,17,,,13,
,Kundaim,Kundaim Industrial Estate,66,7,,,26,,,14,
,Mapusa,Mapusa town,80,5,,,23,,,7,
,Margao,Margao Town,64,8,,,17,,,13,
,Mormugao,"Fire Brigade Station, Port Trust",62,5,,,27,,,11,
,Panaji,"Old GSPCB premises, Patto",69,5,,,25,,,12,
,Ponda,Ponda Town,55,9,,,19,,,13,
,Sanguem,"Near Railway Station at Kalem, Sanguem",66,9,,,20,,,13,
,Tilamol,"Quepem, Tilamol",51,10,,,22,,,14,
,Tuem,Tuem Industrial Estate,64,10,,,17,,,13,
,Usgao,"Usgao Plae, Junction, Ponda",64,9,,,17,,,13,
,Vasco,"Fuse Call Office, Mormugao",85,5,,,79,,,11,
Gujarat,Ahmedabad,"Naroda, G.I.D.C., Ahmadabad",95,18,,,46,,,27,
,,Cadilla Bridge Narol,104,11,,,66,,,30,
,,"Bhagavathi Estate, Keval Kanta Road,
Rakhiyal",103,19,,,78,,,32,
,,"Reliable Products, 61/62 Ilaben
estate,PiranaDump Site,Narol (previous
Dyno Wash)",104,17,,,52,,,31,
,,L.D. Engg. College,104,15,,,70,,,29,
,,"Shardaben Hospital, Saraspur",103,18,,,59,,,29,
,,"R.C. Technical High School, Mirzapur",104,16,,,53,,,28,
,,"AZL Behrampura, Ahmadabad",105,17,,,70,,,30,
,,Sola L.T. Chanakyapuri Pumping Station,105,9,,,74,,,29,
,Anklesvar,Rallis India Ltd.,105,17,,,41,,,25,
,,"Durga Traders, Bhavanafarm Society",103,15,,,56,,,25,
,Jamnagar,Fisheries Office,105,12,,,59,,,21,
No. of,,,,,,,,,,,
monitoring,,,,,,,,,,,
days,,,,,,,,,,,
City / town /,,,,,,,,,,,
village,,,,,,,,,,,
Annual,,,,,,,,,,,
Average,,,,,,,,,,,
State / UT,"City / town /
village",Location,"No. of
monitoring
days",,NO2 Concentration in µg/m3,,,,,,
,,,,,Minimum,,,Maximum,,"Annual
Average",
,,,,,(24-hourly,,,(24-hourly,,,
,,,,,average),,,average),,,
,Rajkot,Nr. Sardhara Industrial Corporation,104,12,,,59,,,23,
,,GPCB Regional Offce,105,13,,,80,,,24,
,Surat,S.V.R. Engg. College,105,13,,,57,,,25,
,,"B.R.C. High School, Udhna",104,13,,,87,,,36,
,,Near Air India Office,104,12,,,59,,,26,
,Vadodara,"GPCB Office, Geri Vasahat",104,13,,,46,,,23,
,,"Sterling Gelatin Guest House, Vill-Karakhadi
Padia",104,17,,,46,,,24,
,,Dandia Bazaar,104,13,,,60,,,25,
,,CETP Nandesari,104,13,,,54,,,27,
,,Lubrizol,101,13,,,85,,,26,
,Vapi,"GEB, IIIrd Phase, GIDC",102,18,,,58,,,27,
,,"Vapi Nagar Palika, Vapi",105,13,,,38,,,22,
Haryana,Hissar,Urban Estate - II,66,6,,,12,,,9,
"Himachal
Pradesh",Baddi,Industry Department Office Building,115,17,,,55,,,35,
,,AHC barotiwala,117,15,,,56,,,24,
,,Housing Board,138,21,,,51,,,32,
,Damtal,Regional Office,117,7,,,16,,,10,
,,Old Road,132,6,,,24,,,10,
,Dharamshala,Kotwali Bazar Dharamshala,92,5,,,9,,,7,
,,"Daari, Dharamshala",119,5,,,19,,,7,
,Gulaba,Behind green tax barrier,15,5,,,11,,,5,
,Kala Amb,Kala Amb Industrial Area,142,11,,,18,,,15,
,,Kala Amb Town/Trilokpur,182,10,,,19,,,13,
,Manali,"Nehru Park, Manali, Kullu",114,5,,,29,,,13,
,,"HPSPCB, Hadimba Road, Manali, Kullu",96,5,,,18,,,6,
,Marhi,Behind Police check post,12,5,,,5,,,5,
,Nalagarh,Municipal Council,124,15,,,52,,,24,
,Paonta Sahib,Paonta Sahib,140,11,,,18,,,13,
,,Gondhpur Industrial Area,137,13,,,18,,,15,
,Parwanoo,"Regional Office, Sector- 4",130,5,,,32,,,5,
,,Asst. Commissioner Building Sector I,123,5,,,6,,,5,
,Shimla,"Bus Stand, Winterfield",145,15,,,40,,,26,
,Sunder Nagar,"HPSPCB, BBMB Colony, Mandi",139,5,,,20,,,10,
,,"Muncipal Council, NH-21, Mandi",119,5,,,28,,,10,
,Una,"Regional Office, Una",34,5,,,6,,,5,
,,"DIC Building, Mehatpur, Una",15,5,,,7,,,5,
,Vashisht,"Behind pollution check barrier, Bhang",24,5,,,13,,,5,
"Jammu &
Kashmir",Jammu,"Regional Office, Jammu",98,10,,,25,,,19,
,,"M.A. Stadium, Jewel Chowk",99,11,,,24,,,18,
,,Bari Brahamana Industrial Area,101,10,,,24,,,19,
Jharkhand,Barajamda,Barajamda U.M. Office,86,17,,,63,,,23,
,Dhanbad,R.O. Dhanbad,87,30,,,47,,,37,
,,"EMTI, Bastacola",75,29,,,53,,,37,
,,"CGM Office, Kusunda",91,29,,,59,,,36,
,Jamshedpur,Bistupur Vehical Testing Centre,93,35,,,59,,,46,
,,Golmuri Vehicle Testing Centre,89,37,,,56,,,46,
,Jharia,M.A.D.A.,101,29,,,45,,,36,
,Ranchi,"Albert Ekka Chowk, Main Road",93,34,,,39,,,36,
,Saraikela,"RO Building, Adityapur",91,29,,,56,,,45,
,Sindri,BIT / PDIL,58,29,,,45,,,34,
Karnataka,Bagalkote,Bagalkote KSPCB Office Premises,84,10,,,34,,,13,
,Bangalore,"Graphite India, White Field Road",83,29,,,40,,,33,
,,"AMCO Batteries, Mysore Road",120,21,,,41,,,32,
,,"KHB Industrial Area, Yelahanka",124,27,,,40,,,31,
,,Peenya Industrial Area,85,27,,,41,,,32,
,,Victoria hospital,104,27,,,37,,,31,
,,Yeshwanthpura police station,120,28,,,40,,,32,
,,"Jnanabharathi, Bangalore University",77,8,,,23,,,14,
,,"TERI office, Vital Medi healthcare Pvt Ltd",105,28,,,39,,,32,
,Belgaum,Karnataka SPCB Office Building,79,10,,,23,,,15,
,Bidar,KSPCB Office Premises,45,6,,,32,,,14,
,Bijapur,KSPCB Office Premises,87,10,,,21,,,14,
,Chitradurga,KSPCB Office Premises,101,5,,,12,,,6,
,Devanagere,"Regional Office building, KSPCB",94,5,,,12,,,7,
,,"HPF Intakewell, Kumarapattnam",105,5,,,11,,,6,
No. of,,,,,,,,,,,
monitoring,,,,,,,,,,,
days,,,,,,,,,,,
City / town /,,,,,,,,,,,
village,,,,,,,,,,,
Annual,,,,,,,,,,,
Average,,,,,,,,,,,
State / UT,"City / town /
village",Location,"No. of
monitoring
days",,NO2 Concentration in µg/m3,,,,,,
,,,,,Minimum,,,Maximum,,"Annual
Average",
,,,,,(24-hourly,,,(24-hourly,,,
,,,,,average),,,average),,,
,Gulburga,Government Hospital,61,5,,,41,,,14,
,Hassan,KSRTC bus stand building,104,14,,,23,,,19,
,Hubli-Dharwad,"Lakkamanahalli Industrial Area, Dharwad",103,15,,,29,,,20,
,,"Rani Chennamma Circle, Hubli",106,18,,,30,,,25,
,Kolar,"KSPCB Office Premises, Kolar",95,12,,,39,,,30,
,Mandya,"KSPCB Building, Bandigowda Badarahe",45,10,,,14,,,12,
,Mangalore,Baikampady Industrial Area,93,6,,,13,,,10,
,Mysore,"K.R.Circle, Visvesvaraya Bldg",103,11,,,20,,,15,
,Raichur,"KSPCB Office Premises, Raichur",106,5,,,28,,,12,
,Shimaga,"The VISL, Oxygen Plant, Shimoga",101,5,,,12,,,6,
,Timukuru,KSPCB Office Premises,103,25,,,39,,,32,
Kerala,Alappuzha,"District Office, Alissery Road",98,5,,,5,,,5,
,,"DC Mills, Pathirappally",88,5,,,5,,,5,
,Kochi,"Eloor I, FACT, Ambalamughal",80,10,,,40,,,23,
,,Eloor II,88,13,,,46,,,26,
,,Irumpanam,106,5,,,33,,,11,
,,Ernakulum South,106,5,,,25,,,13,
,,VYTTILA,99,5,,,44,,,14,
,,MG Road Bank Ernakulum,106,5,,,26,,,14,
,,KALAMASSERY / CSIR Complex,103,5,,,32,,,11,
,Kollam,"KSPCB, District Office, Kadappakada",99,5,,,7,,,5,
,,KMML Chavara,96,5,,,7,,,6,
,Kottayam,Kottayam,112,12,,,14,,,13,
,,Vadavathoor,112,12,,,15,,,14,
,Kozhikode,Kozhikode City,103,5,,,29,,,11,
,,Nallalam,104,5,,,23,,,8,
,Malapuram,"Kakkanchery, Sijmak oils",105,6,,,38,,,26,
,Palakkad,SEPR Refractories India Ltd.,102,6,,,10,,,9,
,"Pathanamthitt
a","KSPCB, Makkamkunnu",103,9,,,19,,,15,
,"Thiruvanantha
puram",PRS Hospital/COSMO,88,10,,,30,,,23,
,,SMV School,86,16,,,53,,,23,
,,VELI / HiTech Chackai,86,22,,,28,,,25,
,,PETTAH / Sasthamangalam,88,19,,,27,,,23,
,Thissur,"KSPCB, District Office, Poonkunnam",108,4,,,31,,,9,
,Wayanad,Sulthan Bathery,99,5,,,5,,,5,
"Madhya
Pradesh",Amlai,HJI,101,13,,,30,,,22,
,,OPM,135,10,,,27,,,19,
,Bhopal,"Hamidia Road, MP Hastshilp Vikas Nigam",105,5,,,46,,,18,
,,CETP Govindpura,121,5,,,41,,,12,
,,"Nutan Subhash School, T.T. Nagar",103,5,,,15,,,7,
,,"Kolar Thana, Kolar Road, Bhopal",102,5,,,36,,,14,
,,"AKVN Office, Industrial Area Mandideep,
Raisen",86,5,,,48,,,21,
,,"Barkatuallah University, Hoshgabad Road,
Bhopal",101,5,,,40,,,10,
,,"Main Road, Hemu Colony, Bairagarh,
Bhopal",105,5,,,47,,,14,
,Chhindwara,"HIG -33, Front of Geetanali Park Housing
Board Colony, Chadagaon",87,7,,,42,,,16,
,,"Hindustan Unileaver, Narsinghpur Road,",84,8,,,32,,,13,
,Dewas,EID Perry (I) Limited,104,15,,,24,,,21,
,,Dewas Metal Section,96,9,,,27,,,20,
,,Vikas Nagar,104,15,,,25,,,20,
,Gwalior,Dindayal Nagar,75,15,,,26,,,20,
,,Maharaj Bada,92,15,,,32,,,21,
,Indore,"M.P. Laghu Udyog, Pologround",98,12,,,24,,,19,
,,"Kothari Market, M.G. Road",108,9,,,36,,,19,
,,"Telephone Nagar, 26 A, Kanadia Road",110,10,,,32,,,19,
,Jabalpur,Vijay Nagar,102,8,,,29,,,14,
,,Udaipur Beverage Racchai,102,11,,,31,,,20,
,Katni,"HIG-4 Housing Board Colony Jhinjhri, Katni",97,18,,,41,,,28,
,,"Calderys Works Refactories India Private
Limited, Guest House, Katni",94,20,,,37,,,28,
,Nagda,Chem. D. Labour Club,74,7,,,27,,,14,
,,B C I Labour Club,78,9,,,33,,,18,
No. of,,,,,,,,,,,
monitoring,,,,,,,,,,,
days,,,,,,,,,,,
City / town /,,,,,,,,,,,
village,,,,,,,,,,,
Annual,,,,,,,,,,,
Average,,,,,,,,,,,
State / UT,"City / town /
village",Location,"No. of
monitoring
days",,NO2 Concentration in µg/m3,,,,,,
,,,,,Minimum,,,Maximum,,"Annual
Average",
,,,,,(24-hourly,,,(24-hourly,,,
,,,,,average),,,average),,,
,,Grasim Kalyan Kendra,77,11,,,30,,,21,
,Prithampur,"Vikas Bhavan, Sector-2",105,12,,,32,,,21,
,,"RCC Over Head Tank No. 1, Sector-3",104,13,,,31,,,21,
,Sagar,Pt.Deendayal Nagar,91,5,,,30,,,15,
,,"Katra Bazar, Sagar",96,4,,,24,,,13,
,Satna,Sub-divisional Office E/M Light Machniery,89,5,,,13,,,9,
,,"MPPCB,Dharwari GaliNo.5,House No.318",113,5,,,10,,,7,
,Singrauli,Jayant Township,75,18,,,42,,,30,
,,"N.T.P.C., Vidyanagar",75,19,,,70,,,30,
,,Waidhan,75,13,,,88,,,31,
,Ujjain,District Office,95,11,,,20,,,16,
,,Regional Office,105,8,,,18,,,12,
,,Mahakal Temple,122,8,,,50,,,16,
,,Chamunda Mata Chouraha,96,11,,,19,,,15,
Maharashtra,Akola,"LRT Commerce College, Civil Lines, Akola",105,10,,,14,,,11,
,,"MIDC Water Work, Phash-II, MIDC Akola",100,12,,,19,,,14,
,,"College Of Engineering & Tech, Akola",104,10,,,16,,,12,
,Ambernath,Ambernath Municipal Council Office,86,26,,,107,,,65,
,Amravati,"Apurva Oil Industries, A-23, MIDC",90,11,,,29,,,17,
,,"Elect. Dept., Govt College Engineering",86,11,,,28,,,16,
,,"Rajkamal Square, Vaneeta Samaj",82,12,,,29,,,18,
,Aurangabad,S.B.E.S. College,85,27,,,51,,,37,
,,Collector Ofiice,76,20,,,37,,,32,
,,"C.A.D.A. Ofiice, Garkheda",83,22,,,48,,,35,
,Badlapur,BIWA Office,82,24,,,101,,,67,
,Bhiwandi,"Prematai Hall, Near Dhamankar Naka",88,37,,,47,,,43,
,,"Fire Brigade Office, I.G.M. Hospital",100,31,,,53,,,43,
,,"Regional Office, M.P.C. Board, Kalyan",106,31,,,60,,,41,
,Chandrapur,Grampanchat Ghughus,100,14,,,46,,,28,
,,M.I.D.C. Chandrapur,102,22,,,54,,,31,
,,Nagar Parishad,330,12,,,72,,,30,
,,"Gadchandur Gram Panchayat, Rajura",100,14,,,46,,,29,
,,"MIDC, Tadali",100,17,,,43,,,29,
,,"Muncipal Council, Ballarshah",99,17,,,60,,,33,
,Dombivali,Dombivali MIDC Phase-II,85,29,,,101,,,67,
,Jalgaon,B. J. Market,111,25,,,44,,,34,
,,Girna water tank,110,25,,,42,,,33,
,,MIDC Jalgaon,109,29,,,44,,,34,
,Jalna,"Bachat Bhawan, Near S P Office",90,28,,,60,,,42,
,,"Krishidhan Seeds Ltd, MIDC Area",88,31,,,61,,,44,
,Kolhapur,"University Campus, Shivaji University",94,11,,,36,,,21,
,,"Ruikar Trust, S.T. Stand",98,20,,,81,,,48,
,,"Mahadwar Road, Near Mahalaxmi Temple",100,18,,,66,,,37,
,Latur,MIDC Water Works,105,11,,,40,,,23,
,,Kshewraj Vidyalaya Shyam nagar,108,9,,,31,,,21,
,,Sidhheshwar Sahakari Bank Ganjgolai,104,11,,,35,,,22,
,Mumbai,"Bank of India, Kalbadevi Branch, Kalbadevi",20,9,,,52,,,25,
,,"Parel TT, Ambedkar Road",95,5,,,61,,,21,
,,Worli,97,5,,,63,,,17,
,Nagpur,Institution of Engineers,115,22,,,61,,,39,
,,"Govt. Polytechnic College, Sadar",111,18,,,59,,,37,
,,MIDC Office Hingana Road,101,16,,,59,,,38,
,,"MIDC Industrial Area, MIDC Office, Hingna",89,5,,,84,,,16,
,,"Nagpur Coop Building, Maskasath, Itwari",91,5,,,45,,,18,
,,"NEERI Lab, Nehru Marg, Highway No. 7",83,5,,,56,,,13,
,,"MPCB Office Premises, Civil Lines",313,18,,,66,,,34,
,Nashik,R.T.O. Colony Tank,101,10,,,29,,,21,
,,"VIP Industrial Area, MIDC Satpura",104,10,,,30,,,22,
,,Nashik Municipal Council Building,99,9,,,38,,,22,
,,"MPCB Sub R.O. Udyog Bhawan, Nashik",312,8,,,34,,,21,
,Navi Mumbai,"T.B.I.A, Rabale Airoli, TTC",98,31,,,76,,,47,
,,"Dr. D.Y. Patil College, Nerul, TTC",100,27,,,66,,,45,
,,"MPCB Lab, Mhape, TTC",97,29,,,71,,,48,
,,CIDCO Nodal Office Kharghar,102,15,,,69,,,47,
,,"Water Pump House, Panvel, Taloja",103,36,,,71,,,48,
,,"MIDC Collom Facility Building, Taloja",95,32,,,68,,,48,
No. of,,,,,,,,,,,
monitoring,,,,,,,,,,,
days,,,,,,,,,,,
City / town /,,,,,,,,,,,
village,,,,,,,,,,,
Annual,,,,,,,,,,,
Average,,,,,,,,,,,
State / UT,"City / town /
village",Location,"No. of
monitoring
days",,NO2 Concentration in µg/m3,,,,,,
,,,,,Minimum,,,Maximum,,"Annual
Average",
,,,,,(24-hourly,,,(24-hourly,,,
,,,,,average),,,average),,,
,"Pimpri-
Chinchwad","Bank of Baroda Builing, Near M.C Builiding",261,22,,,198,,,66,
,Pune,"Maratha Chamber of commerce, Bhosari",98,31,,,145,,,66,
,,State Electricity Board BLDG Nalstop,84,31,,,147,,,76,
,,Swargate Police Chawki,75,29,,,167,,,83,
,Sangli,"Udyog bhavan / SRO, MPCB Sangli",97,15,,,90,,,37,
,,Sangli- Miraj Primary school Building,110,22,,,149,,,58,
